awardid,action_date,federal_action_obligation,deobligated_amount_usd,label,action_type_code,action_type_description,correction_delete_indicator_code,correction_delete_indicator_description,recipient_name,recipient_city_name,recipient_state_code,primary_place_of_performance_city_name,trump_era_flag
ASST_NON_R01GM068670_075,2022-06-14,-0.14,0.14,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM068803_075,2024-03-12,-466.59,466.59,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM068803_075,2024-03-12,-18377.57,18377.57,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM070650_075,2024-06-06,-2888.73,2888.73,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM072551_075,2020-10-13,-18705.79,18705.79,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM072551_075,2022-11-29,-11435.0,11435.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM072551_075,2022-11-29,-6731.0,6731.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM072551_075,2023-11-25,-21853.38,21853.38,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM072551_075,2025-08-14,-403815.0,403815.0,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,1
ASST_NON_R01GM072805_075,2022-07-27,-0.06,0.06,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM074825_075,2021-07-30,-243.63,243.63,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM077537_075,2021-01-30,-1152.82,1152.82,CANCELLATION,B,CONTINUATION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM078653_075,2021-11-27,-526.59,526.59,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM080639_075,2022-10-30,-1684.37,1684.37,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,,0
ASST_NON_R01GM081563_075,2022-09-26,-170.18,170.18,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM081648_075,2021-06-04,-37852.91,37852.91,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM081648_075,2022-06-29,-5034.26,5034.26,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,,0
ASST_NON_R01GM081648_075,2025-02-12,-20967.08,20967.08,PARTIAL_RES_CUM_POS,C,REVISION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,,1
ASST_NON_R01GM082209_075,2020-12-08,-18.85,18.85,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM082899_075,2022-10-27,-61.55,61.55,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM083137_075,2021-07-30,-9.69,9.69,RESCISSION,B,CONTINUATION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM083303_075,2022-10-30,-0.05,0.05,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM084477_075,2022-01-03,-1120.39,1120.39,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01GM084947_075,2023-03-29,-0.02,0.02,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM084947_075,2023-03-29,-0.23,0.23,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM085319_075,2023-06-04,-3938.1,3938.1,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM086386_075,2020-12-27,-0.41,0.41,CANCELLATION,B,CONTINUATION,,,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,BOSTON,0
ASST_NON_R01GM086466_075,2022-10-30,-667.94,667.94,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM086466_075,2023-05-15,-1153.6,1153.6,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM086874_075,2021-07-03,-53784.57,53784.57,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM088204_075,2022-08-01,-54315.04,54315.04,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM088289_075,2024-03-12,-0.14,0.14,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM089745_075,2021-12-07,-76063.92,76063.92,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM089795_075,2024-02-13,-67.27,67.27,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM092804_075,2021-07-02,-1073.77,1073.77,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,BOSTON,0
ASST_NON_R01GM092804_075,2024-09-24,-0.53,0.53,PARTIAL_RES_CUM_POS,C,REVISION,,,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM094263_075,2025-04-16,-2232.67,2232.67,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,1
ASST_NON_R01GM094541_075,2021-05-06,-451.72,451.72,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,CHESTNUT HILL,0
ASST_NON_R01GM096053_075,2021-06-04,-1.1,1.1,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM096053_075,2022-06-29,-376.62,376.62,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,,0
ASST_NON_R01GM097194_075,2021-08-09,-7720.73,7720.73,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM097194_075,2022-10-26,-39189.0,39189.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM097194_075,2024-02-02,-34992.28,34992.28,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM098143_075,2021-07-30,-2.77,2.77,CANCELLATION,B,CONTINUATION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM098143_075,2022-06-29,-453.35,453.35,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,,0
ASST_NON_R01GM098395_075,2023-03-30,-2.0,2.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM098777_075,2021-10-01,-0.52,0.52,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,0
ASST_NON_R01GM100233_075,2021-08-29,-0.32,0.32,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM101056_075,2023-07-03,-4812.6,4812.6,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,,0
ASST_NON_R01GM101056_075,2024-09-03,-568.26,568.26,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM101701_075,2025-03-13,-804.44,804.44,RESCISSION,C,REVISION,,,THE MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,,1
ASST_NON_R01GM102311_075,2022-10-27,-72025.58,72025.58,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM102554_075,2024-05-22,-5840.2,5840.2,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,0
ASST_NON_R01GM102735_075,2024-02-21,-13676.25,13676.25,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,CHESTNUT HILL,0
ASST_NON_R01GM104239_075,2022-11-23,-161686.1,161686.1,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM105375_075,2025-03-04,-374.31,374.31,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,1
ASST_NON_R01GM106443_075,2023-03-30,-7130.14,7130.14,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM107026_075,2025-09-10,-720.31,720.31,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,1
ASST_NON_R01GM107457_075,2020-11-30,-0.67,0.67,CANCELLATION,B,CONTINUATION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM107703_075,2021-04-02,-34605.21,34605.21,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM107703_075,2021-04-14,-50012.92,50012.92,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM107733_075,2024-02-21,-5484.29,5484.29,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,ROXBURY CROSSING,0
ASST_NON_R01GM108021_075,2024-02-21,-1534.24,1534.24,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM108348_075,2022-06-07,-5729.12,5729.12,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM108733_075,2021-06-12,-722.59,722.59,CANCELLATION,B,CONTINUATION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM110382_075,2023-08-23,-6925.59,6925.59,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,,0
ASST_NON_R01GM111563_075,2020-12-22,-0.46,0.46,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM111615_075,2021-02-06,-107.12,107.12,CANCELLATION,B,CONTINUATION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM111917_075,2025-01-15,-81911.04,81911.04,PARTIAL_RES_CUM_POS,C,REVISION,,,THE MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,,0
ASST_NON_R01GM112633_075,2021-02-14,-11390.99,11390.99,CANCELLATION,B,CONTINUATION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM112666_075,2021-07-11,-26751.08,26751.08,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM112851_075,2022-09-02,-2.5,2.5,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,,0
ASST_NON_R01GM114300_075,2022-06-15,-2510.78,2510.78,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM114365_075,2021-04-13,-90891.22,90891.22,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM114547_075,2025-01-22,-16.91,16.91,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,1
ASST_NON_R01GM114547_075,2025-01-22,-90.07,90.07,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,1
ASST_NON_R01GM114864_075,2021-02-05,-0.02,0.02,CANCELLATION,B,CONTINUATION,,,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,0
ASST_NON_R01GM115356_075,2021-06-11,-3511.28,3511.28,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM115417_075,2021-02-06,-0.96,0.96,CANCELLATION,B,CONTINUATION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM115487_075,2021-04-19,-0.21,0.21,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM115487_075,2025-03-26,-5364.37,5364.37,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,1
ASST_NON_R01GM115552_075,2022-11-21,-0.01,0.01,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_R01GM115683_075,2022-06-29,-873.35,873.35,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_R01GM115779_075,2020-11-30,-25.15,25.15,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,MEDFORD,0
ASST_NON_R01GM115911_075,2021-07-30,-1272.23,1272.23,CANCELLATION,B,CONTINUATION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM115931_075,2021-02-06,-5280.18,5280.18,CANCELLATION,B,CONTINUATION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,CHESTNUT HILL,0
ASST_NON_R01GM116178_075,2021-11-13,-1531.92,1531.92,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,,0
ASST_NON_R01GM117004_075,2021-09-04,-30562.55,30562.55,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,CHESTNUT HILL,0
ASST_NON_R01GM117004_075,2021-09-19,-1.2,1.2,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,CHESTNUT HILL,0
ASST_NON_R01GM117008_075,2021-01-28,-3407.46,3407.46,CANCELLATION,B,CONTINUATION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM117034_075,2023-02-02,-4717.38,4717.38,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,,0
ASST_NON_R01GM117039_075,2024-06-13,-874.86,874.86,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM117150_075,2023-01-06,-3868.22,3868.22,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM117237_075,2021-07-30,-2272.4,2272.4,CANCELLATION,B,CONTINUATION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM117264_075,2020-11-05,-11703.32,11703.32,CANCELLATION,B,CONTINUATION,,,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,BOSTON,0
ASST_NON_R01GM117264_075,2020-11-05,-403560.0,403560.0,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,BOSTON,0
ASST_NON_R01GM117298_075,2022-04-06,-1.0,1.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM117333_075,2021-11-06,-0.16,0.16,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM117333_075,2022-04-26,-12107.17,12107.17,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM117350_075,2022-01-03,-5870.75,5870.75,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM118277_075,2022-10-27,-1988.89,1988.89,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01GM118431_075,2022-11-09,-4593.5,4593.5,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,0
ASST_NON_R01GM118471_075,2021-08-28,-1281.36,1281.36,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM118695_075,2023-07-17,-3529.09,3529.09,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM118833_075,2022-11-13,-0.13,0.13,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM120038_075,2022-03-17,-10639.36,10639.36,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM120060_075,2022-08-03,-2952.25,2952.25,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM120195_075,2021-06-11,-33423.02,33423.02,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM120195_075,2022-03-07,-33423.02,33423.02,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM120195_075,2022-04-12,-33586.97,33586.97,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM120272_075,2022-04-18,-326.25,326.25,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM120283_075,2021-12-07,-10307.85,10307.85,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM120996_075,2021-11-13,-0.2,0.2,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM121370_075,2024-01-23,-8.7,8.7,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM121384_075,2024-02-14,-2729.3,2729.3,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRANDEIS UNIVERSITY,WALTHAM,MA,WALTHAM,0
ASST_NON_R01GM121452_075,2022-04-03,-85290.5,85290.5,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,0
ASST_NON_R01GM121612_075,2023-06-13,-4011.35,4011.35,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM121673_075,2025-03-05,-5257.63,5257.63,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,1
ASST_NON_R01GM121756_075,2023-10-01,-313575.0,313575.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM121756_075,2023-10-18,-313575.0,313575.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM121756_075,2023-10-18,-313575.0,313575.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM122797_075,2022-10-29,-723.96,723.96,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM122806_075,2022-07-28,-12035.93,12035.93,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,BOSTON,0
ASST_NON_R01GM122876_075,2022-10-27,-285500.0,285500.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM122876_075,2022-10-27,-81837.48,81837.48,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM122893_075,2024-08-28,-46220.46,46220.46,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM122920_075,2023-04-26,-105377.05,105377.05,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
